"Submit_ID","Brand_Reg","Model_No","SoldIn","Screen_Tech","Avg_mode_power","Star2","ScreenSize_Category"
145221,"EKO","K40FSW","Australia","LCD",68.2,3.5,"43 inch"
145222,"EKO","K650USG","Australia","LCD",137.3,4.5,"55 inch"
145328,"KOGAN","KALED58XU9230STA","Australia,Fiji,New Zealand","LCD (LED)",122,4,"55 inch"
145329,"KOGAN","KALED24RH9310STA","Australia,Fiji,New Zealand","LCD (LED)",18,6,"22 inch"
145334,"POLAROID","PL2421FHDC","Australia,Fiji,New Zealand","LCD (LED)",18,6,"22 inch"
145374,"TEAC","LE50GA522","Australia,Fiji,New Zealand","LCD (LED)",50.6,6,"50 inch"
145383,"TEAC","LE55GA522","Australia,Fiji,New Zealand","LCD (LED)",53.64,6,"50 inch"
145384,"CHIQ","L24G5W","Australia,Fiji,New Zealand","LCD (LED)",22,5,"22 inch"
145385,"CHIQ","L32G5W","Australia,Fiji,New Zealand","LCD (LED)",35,5,"32 inch"
145386,"CHIQ","L40G5W","Australia,Fiji,New Zealand","LCD (LED)",50,5,"43 inch"
145414,"EKO","K400DVD","Australia","LCD",41.95,5.5,"43 inch"
145467,"JVC","LT43N7125A","Australia,Fiji","LCD",49.98,4.5,"43 inch"
145531,"TCL","43C635","Australia,Fiji,New Zealand","LCD (LED)",53.5,4.5,"43 inch"
145532,"TCL","50C635","Australia,Fiji,New Zealand","LCD (LED)",76,4.5,"50 inch"
145533,"TCL","55C635","Australia,Fiji,New Zealand","LCD (LED)",75.2,5,"50 inch"
145534,"TCL","65C635","Australia,Fiji,New Zealand","LCD (LED)",99,5.5,"55 inch"
145535,"TCL","75C635","Australia,Fiji,New Zealand","LCD (LED)",119.8,5.5,"65 inch"
145635,"JVC","LT50NQ7115A","Australia,Fiji","LCD",86.3,4,"50 inch"
145730,"LG","65ART90ESQA","Australia,New Zealand","OLED",126,5,"55 inch"
145730,"LG","65ART90ESQB","Australia,New Zealand","OLED",126,5,"55 inch"
145730,"LG","65ART90ESQC","Australia,New Zealand","OLED",126,5,"55 inch"
145730,"LG","65ART90E6QA","Australia,New Zealand","OLED",126,5,"55 inch"
145730,"LG","65ART90E6QB","Australia,New Zealand","OLED",126,5,"55 inch"
145730,"LG","65ART90E6QC","Australia,New Zealand","OLED",126,5,"55 inch"
145730,"LG","65ART90E","Australia,New Zealand","OLED",126,5,"55 inch"
145723,"KOGAN","KALED70UN8920SNA","Australia,Fiji,New Zealand","LCD (LED)",182.3,4,"65 inch"
145723,"KOGAN","KALED70UN8920SNB","Australia,Fiji,New Zealand","LCD (LED)",182.3,4,"65 inch"
145723,"KOGAN","KALED70UN8920SNC","Australia,Fiji,New Zealand","LCD (LED)",182.3,4,"65 inch"
145723,"KOGAN","KALED70UN8920SND","Australia,Fiji,New Zealand","LCD (LED)",182.3,4,"65 inch"
145723,"KOGAN","D70S218UT2CSI","Australia,Fiji,New Zealand","LCD (LED)",182.3,4,"65 inch"
145723,"KOGAN","KALED70","Australia,Fiji,New Zealand","LCD (LED)",182.3,4,"65 inch"
145780,"KOGAN","KALED19PRIZC","Australia,Fiji,New Zealand","LCD (LED)",15.8694,5,"22 inch"
145811,"KOGAN","KALED24EH6300NA","Australia,Fiji,New Zealand","LCD (LED)",22.3,5,"22 inch"
145811,"KOGAN","KALED24EH6300NB","Australia,Fiji,New Zealand","LCD (LED)",22.3,5,"22 inch"
145811,"KOGAN","KALED24EH6300NC","Australia,Fiji,New Zealand","LCD (LED)",22.3,5,"22 inch"
145811,"KOGAN","KALED24EH6300ND","Australia,Fiji,New Zealand","LCD (LED)",22.3,5,"22 inch"
145811,"KOGAN","D236GD064CT2C","Australia,Fiji,New Zealand","LCD (LED)",22.3,5,"22 inch"
145811,"KOGAN","KALED24","Australia,Fiji,New Zealand","LCD (LED)",22.3,5,"22 inch"
145854,"BAUHN","ATV50UHDW0422","Australia,Fiji,New Zealand","LCD",59.7,6,"50 inch"
145910,"EKO","K70USW","Australia","LCD",104.9,6,"65 inch"
145986,"TCL","55C735","Australia,Fiji,New Zealand","LCD (LED)",74.3,5,"50 inch"
145987,"TCL","65C735","Australia,Fiji,New Zealand","LCD (LED)",108.5,5,"55 inch"
145988,"TCL","75C735","Australia,Fiji,New Zealand","LCD (LED)",165.5,4.5,"65 inch"
145990,"TCL","55C835","Australia,Fiji,New Zealand","LCD (LED)",139.5,2.5,"50 inch"
145993,"TCL","65C835","Australia,Fiji,New Zealand","LCD (LED)",175.3,3,"55 inch"
145994,"TCL","75C835","Australia,Fiji,New Zealand","LCD (LED)",281,2,"65 inch"
146006,"LINSAR","LS50UHDNF","Australia,Fiji,New Zealand","LCD",59.7,6,"50 inch"
145876,"SAMSUNG ELECTRONICS","QA65S95BAW","Australia,Fiji,New Zealand","LCD (LED)",155,4,"55 inch"
145876,"SAMSUNG ELECTRONICS","QA65S95BAS","Australia,Fiji,New Zealand","LCD (LED)",155,4,"55 inch"
145876,"SAMSUNG ELECTRONICS","QA65S95BA","Australia,Fiji,New Zealand","LCD (LED)",155,4,"55 inch"
146100,"EKO","K43FSG11","Australia","LCD (LED)",51.8,5,"43 inch"
146151,"BLAUPUNKT","BP320HSG9700","Australia","LCD (LED)",34.4,4,"32 inch"
146152,"EKO","K400FSG","Australia","LCD (LED)",32.8,6,"43 inch"
146153,"BLAUPUNKT","BP400FSG9700","Australia","LCD (LED)",32.8,6,"43 inch"
146179,"BAUHN","ATV70UHDW0422","Australia","LCD",107.4,6,"65 inch"
146314,"SAMSUNG ELECTRONICS","QA55S95BA","Australia,Fiji,New Zealand","LCD (LED)",142,3,"50 inch"
146314,"SAMSUNG ELECTRONICS","QA55S95BAS","Australia,Fiji,New Zealand","LCD (LED)",142,3,"50 inch"
146314,"SAMSUNG ELECTRONICS","QA55S95BAW","Australia,Fiji,New Zealand","LCD (LED)",142,3,"50 inch"
146467,"CHIQ","U50G7P","Australia,Fiji,New Zealand","LCD (LED)",72,5,"50 inch"
146468,"CHIQ","U55G7P","Australia,Fiji,New Zealand","LCD (LED)",95,4.5,"50 inch"
146469,"CHIQ","U55QM8V","Australia,Fiji,New Zealand","LCD (LED)",113,4,"50 inch"
146470,"CHIQ","U65QM8V","Australia,Fiji,New Zealand","LCD (LED)",156,4,"55 inch"
146505,"LINSAR","LS24C12V","Australia,Fiji,New Zealand","LCD",15.85,6,"22 inch"
146531,"LSP TV","PrisonTV","Australia","LCD (LED)",16.1569,5,"22 inch"
146556,"CHIQ","L40G7P","Australia,Fiji,New Zealand","LCD (LED)",51,5,"43 inch"
146557,"CHIQ","U43G7P","Australia,Fiji,New Zealand","LCD (LED)",65,4.5,"43 inch"
146559,"CHIQ","U65G7P","Australia,Fiji,New Zealand","LCD (LED)",138,4.5,"55 inch"
146562,"BAUHN","ATV55UHDQ0722","Australia","LCD",83,5.5,"50 inch"
146462,"PRISM+","Q55PROQE","Australia","LCD (LED)",102.1,4,"50 inch"
146714,"PHILIPS","65PUT850779","Australia,Fiji,New Zealand","LCD (LED)",116.25,4.5,"55 inch"
146714,"PHILIPS","65PUT850775","Australia,Fiji,New Zealand","LCD (LED)",116.25,4.5,"55 inch"
146715,"PHILIPS","50PUT850779","Australia,Fiji,New Zealand","LCD (LED)",81.32,4,"50 inch"
146715,"PHILIPS","50PUT850775","Australia,Fiji,New Zealand","LCD (LED)",81.32,4,"50 inch"
146746,"TOSHIBA","75C350LP","Australia,New Zealand","LCD (LED)",114.36,6,"65 inch"
146754,"WALTON","W32D120GE","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146754,"WALTON","W32D120G","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146754,"WALTON","W32D120GAU","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146754,"WALTON","W32D120GAU","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146754,"WALTON","32D120G","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146754,"WALTON","32D120GAU","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146754,"WALTON","32D120GAU","Australia,Fiji,New Zealand","LCD (LED)",29.57,5.5,"32 inch"
146760,"WALTON","WD40RGE","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146760,"WALTON","WD40RG","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146760,"WALTON","WD40RGAU","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146760,"WALTON","WD40RGAU","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146760,"WALTON","40RG","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146760,"WALTON","40RGAU","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146760,"WALTON","40RGAU","Australia,Fiji,New Zealand","LCD (LED)",35.18,6,"43 inch"
146761,"WALTON","W43D210GE","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146761,"WALTON","W43D210G","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146761,"WALTON","W43D210GAU","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146761,"WALTON","W43D210GAU","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146761,"WALTON","43D210G","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146761,"WALTON","43D210GAU","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146761,"WALTON","43D210GAU","Australia,Fiji,New Zealand","LCD (LED)",35.97,7,"43 inch"
146768,"BLAUPUNKT","BP750USG9300","Australia","LCD",188.97,4,"65 inch"
146844,"EKO","K55DVAQ","Australia","LCD",76.044,4.5,"50 inch"
146846,"EKO","K32FSG11","Australia","LCD",31.814,5,"32 inch"
146853,"BLAUPUNKT","BP550USG9800","Australia","LCD",93.324,4.5,"50 inch"
146866,"EKO","K58USG","Australia","LCD (LED)",126,4,"55 inch"
146894,"HISENSE","50A6HAU","Australia,New Zealand","LCD (LED)",59.47,5.5,"50 inch"
146934,"BLAUPUNKT","BP3200HDV7100","Australia","LCD (LED)",35.4,5,"32 inch"
146941,"EKO","K65DVAQ","Australia","LCD",198,3,"55 inch"
147005,"SAMSUNG ELECTRONICS","HG50BU800AW","Australia,Fiji,New Zealand","LCD (LED)",94,4,"50 inch"
147006,"SAMSUNG ELECTRONICS","HG55BU800AW","Australia,Fiji,New Zealand","LCD (LED)",113,4,"50 inch"
147015,"PHILIPS","55PUT850779","Australia,Fiji,New Zealand","LCD (LED)",94.43,4.5,"50 inch"
147015,"PHILIPS","55PUT850775","Australia,Fiji,New Zealand","LCD (LED)",94.43,4.5,"50 inch"
147021,"SAMSUNG ELECTRONICS","HG43BU800AW","Australia,Fiji,New Zealand","LCD (LED)",73,4,"43 inch"
147023,"SAMSUNG ELECTRONICS","HG65BU800AW","Australia,Fiji,New Zealand","LCD (LED)",119,5,"55 inch"
147053,"SAMSUNG ELECTRONICS","HG75BU800AW","Australia,Fiji,New Zealand","LCD (LED)",157,5,"65 inch"
147071,"HISENSE","58A6HAU","Australia,New Zealand","LCD (LED)",79.33,5.5,"55 inch"
147072,"TOSHIBA","43C350LP","Australia,New Zealand","LCD (LED)",51.12,5,"43 inch"
147080,"TOSHIBA","50C350LP","Australia,New Zealand","LCD (LED)",67.75,5,"50 inch"
147081,"TOSHIBA","55C350LP","Australia,New Zealand","LCD (LED)",63.89,6,"50 inch"
147084,"TOSHIBA","65C350LP","Australia,New Zealand","LCD (LED)",82.49,6,"55 inch"
147089,"PHILIPS","50PUT821779","Australia,Fiji","LCD (LED)",61.3,5.5,"50 inch"
147089,"PHILIPS","50PUT821775","Australia,Fiji","LCD (LED)",61.3,5.5,"50 inch"
147091,"PHILIPS","75PUT850779","Australia,Fiji,New Zealand","LCD (LED)",127.69,5.5,"65 inch"
147091,"PHILIPS","75PUT850775","Australia,Fiji,New Zealand","LCD (LED)",127.69,5.5,"65 inch"
147093,"TCL","85P735","Australia,Fiji,New Zealand","LCD (LED)",180.5,5,"75 inch+"
147095,"TCL","85C735","Australia,Fiji,New Zealand","LCD (LED)",223.7,4,"75 inch+"
147139,"PHILIPS","55PUT821779","Australia,Fiji,New Zealand","LCD (LED)",72.57,5.5,"50 inch"
147139,"PHILIPS","55PUT821775","Australia,Fiji,New Zealand","LCD (LED)",72.57,5.5,"50 inch"
147180,"LG","43UQ751C0LF","Australia,New Zealand","LCD (LED)",77,3.5,"43 inch"
147181,"LG","50UQ751C0LF","Australia,New Zealand","LCD (LED)",93,4,"50 inch"
147182,"LG","55UQ751C0LF","Australia,New Zealand","LCD (LED)",114,4,"50 inch"
147183,"LG","65UQ751C0LF","Australia,New Zealand","LCD (LED)",145,4,"55 inch"
147184,"LG","75UQ801C0LB","Australia,New Zealand","LCD (LED)",165,5,"65 inch"
147185,"LG","42LX1Q6LA","Australia,New Zealand","OLED",63,4.5,"43 inch"
147186,"LG","42LX1QPSA","Australia,New Zealand","OLED",63,4.5,"43 inch"
147187,"LG","48LX1Q6LA","Australia,New Zealand","OLED",77,4.5,"50 inch"
147188,"LG","48LX1QPSA","Australia,New Zealand","OLED",77,4.5,"50 inch"
147189,"LG","55LX1Q6LA","Australia,New Zealand","OLED",95,4.5,"50 inch"
147190,"LG","55LX1QPSA","Australia,New Zealand","OLED",95,4.5,"50 inch"
147239,"CAIXUN","LE24T1","Australia,Fiji,New Zealand","LCD (LED)",16.3,5.5,"22 inch"
147239,"CAIXUN","LE24T2","Australia,Fiji,New Zealand","LCD (LED)",16.3,5.5,"22 inch"
147239,"CAIXUN","LE24T3","Australia,Fiji,New Zealand","LCD (LED)",16.3,5.5,"22 inch"
147239,"CAIXUN","LE24V1","Australia,Fiji,New Zealand","LCD (LED)",16.3,5.5,"22 inch"
147239,"CAIXUN","LE24V2","Australia,Fiji,New Zealand","LCD (LED)",16.3,5.5,"22 inch"
147239,"CAIXUN","LE24V3","Australia,Fiji,New Zealand","LCD (LED)",16.3,5.5,"22 inch"
147329,"PRISM+","Q65PROQE","Australia","LCD (LED)",93.43,5.5,"55 inch"
147512,"KOGAN","KALED50XU9220STE","Australia,Fiji,New Zealand","LCD (LED)",77,5,"50 inch"
140925,"AKAI","AK2421FHD","Australia,Fiji,New Zealand","LCD (LED)",18,6,"22 inch"
140925,"AKAI","AK2421HD","Australia,Fiji,New Zealand","LCD (LED)",18,6,"22 inch"
140925,"AKAI","AK2421S5D","Australia,Fiji,New Zealand","LCD (LED)",18,6,"22 inch"
147582,"POLAROID","PL3222HDG","Australia,Fiji,New Zealand","LCD",23.798,6,"32 inch"
147703,"TEAC","LE32GA322","Australia,Fiji,New Zealand","LCD (LED)",25.8,5.5,"32 inch"
147705,"CAIXUN","LE39T1","Australia,Fiji,New Zealand","LCD (LED)",32,6,"43 inch"
147705,"CAIXUN","LE39T2","Australia,Fiji,New Zealand","LCD (LED)",32,6,"43 inch"
147705,"CAIXUN","LE39T3","Australia,Fiji,New Zealand","LCD (LED)",32,6,"43 inch"
147705,"CAIXUN","LE39V1","Australia,Fiji,New Zealand","LCD (LED)",32,6,"43 inch"
147705,"CAIXUN","LE39V2","Australia,Fiji,New Zealand","LCD (LED)",32,6,"43 inch"
147705,"CAIXUN","LE39V3","Australia,Fiji,New Zealand","LCD (LED)",32,6,"43 inch"
147706,"LG","50UR765H0VC","Australia,New Zealand","LCD (LED)",78,4.5,"50 inch"
147709,"LG","55UR765H0VC","Australia,New Zealand","LCD (LED)",80,5.5,"50 inch"
147710,"LG","65UR765H0VC","Australia,New Zealand","LCD (LED)",115,5,"55 inch"
147707,"CAIXUN","LE40T1","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
147707,"CAIXUN","LE40T2","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
147707,"CAIXUN","LE40T3","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
147707,"CAIXUN","LE40V1","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
147707,"CAIXUN","LE40V2","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
147707,"CAIXUN","LE40V3","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
147711,"LG","75UR765H0VC","Australia,New Zealand","LCD (LED)",140,5.5,"65 inch"
147713,"CAIXUN","LE42T1","Australia,Fiji,New Zealand","LCD (LED)",38.3,6,"43 inch"
147713,"CAIXUN","LE42T2","Australia,Fiji,New Zealand","LCD (LED)",38.3,6,"43 inch"
147713,"CAIXUN","LE42T3","Australia,Fiji,New Zealand","LCD (LED)",38.3,6,"43 inch"
147713,"CAIXUN","LE42V1","Australia,Fiji,New Zealand","LCD (LED)",38.3,6,"43 inch"
147713,"CAIXUN","LE42V2","Australia,Fiji,New Zealand","LCD (LED)",38.3,6,"43 inch"
147713,"CAIXUN","LE42V3","Australia,Fiji,New Zealand","LCD (LED)",38.3,6,"43 inch"
147716,"CAIXUN","LE43T1","Australia,Fiji,New Zealand","LCD (LED)",39.5,6,"43 inch"
147716,"CAIXUN","LE43T2","Australia,Fiji,New Zealand","LCD (LED)",39.5,6,"43 inch"
147716,"CAIXUN","LE43T3","Australia,Fiji,New Zealand","LCD (LED)",39.5,6,"43 inch"
147716,"CAIXUN","LE43V1","Australia,Fiji,New Zealand","LCD (LED)",39.5,6,"43 inch"
147716,"CAIXUN","LE43V2","Australia,Fiji,New Zealand","LCD (LED)",39.5,6,"43 inch"
147716,"CAIXUN","LE43V3","Australia,Fiji,New Zealand","LCD (LED)",39.5,6,"43 inch"
147926,"TCL","65C935","Australia,Fiji,New Zealand","LCD (LED)",171.2,3,"55 inch"
147927,"TCL","75C935","Australia,Fiji,New Zealand","LCD (LED)",201,3.5,"65 inch"
148038,"BAUHN","ATV75UHDW0622","Australia,Fiji,New Zealand","LCD (LED)",127.7,6,"65 inch"
148071,"BLAUPUNKT","BP650USG9700","Australia","LCD (LED)",109,5.5,"55 inch"
148077,"BLAUPUNKT","BP860USG9700","Australia","LCD (LED)",270,4,"75 inch+"
148080,"BLAUPUNKT","BP550USG9700","Australia","LCD (LED)",91,5,"50 inch"
148082,"BLAUPUNKT","BP420FSG9700","Australia","LCD (LED)",43.9,6,"43 inch"
148083,"HISENSE","55U7HAU","Australia,New Zealand","LCD (LED)",92.3,4.5,"50 inch"
148083,"HISENSE","55U7HNZ","Australia,New Zealand","LCD (LED)",92.3,4.5,"50 inch"
148084,"HISENSE","65U7HAU","Australia,New Zealand","LCD (LED)",115.68,5,"55 inch"
148084,"HISENSE","65U7HNZ","Australia,New Zealand","LCD (LED)",115.68,5,"55 inch"
148085,"HISENSE","75U7HAU","Australia,New Zealand","LCD (LED)",148.69,5,"65 inch"
148085,"HISENSE","75U7HNZ","Australia,New Zealand","LCD (LED)",148.69,5,"65 inch"
148086,"HISENSE","85U7HAU","Australia,New Zealand","LCD (LED)",214.94,4.5,"75 inch+"
148086,"HISENSE","85U7HNZ","Australia,New Zealand","LCD (LED)",214.94,4.5,"75 inch+"
148089,"HISENSE","32A4HAU","Australia,New Zealand","LCD (LED)",25.32,6,"32 inch"
148090,"HISENSE","40A4HAU","Australia,New Zealand","LCD (LED)",32.9,6,"43 inch"
148096,"SAMSUNG ELECTRONICS","QA98QN100BW","Australia,Fiji,New Zealand","LCD (LED)",438,3,"75 inch+"
148096,"SAMSUNG ELECTRONICS","QA98QN100BS","Australia,Fiji,New Zealand","LCD (LED)",438,3,"75 inch+"
148096,"SAMSUNG ELECTRONICS","QA98QN100B","Australia,Fiji,New Zealand","LCD (LED)",438,3,"75 inch+"
148083,"HISENSE","55U7Hseries","Australia,New Zealand","LCD (LED)",92.3,4.5,"50 inch"
148084,"HISENSE","65U7Hseries","Australia,New Zealand","LCD (LED)",115.68,5,"55 inch"
148085,"HISENSE","75U7Hseries","Australia,New Zealand","LCD (LED)",148.69,5,"65 inch"
148086,"HISENSE","85U7Hseries","Australia,New Zealand","LCD (LED)",214.94,4.5,"75 inch+"
148158,"SAMSUNG ELECTRONICS","HG43Q60BAAW","Australia,Fiji,New Zealand","LCD (LED)",70,4,"43 inch"
148160,"SAMSUNG ELECTRONICS","HG50Q60BAAW","Australia,Fiji,New Zealand","LCD (LED)",80,4.5,"50 inch"
148162,"SAMSUNG ELECTRONICS","HG55Q60BAAW","Australia,Fiji,New Zealand","LCD (LED)",87,5,"50 inch"
148163,"SAMSUNG ELECTRONICS","HG65Q60BAAW","Australia,Fiji,New Zealand","LCD (LED)",117,5,"55 inch"
148164,"SAMSUNG ELECTRONICS","HG75Q60BAAW","Australia,Fiji,New Zealand","LCD (LED)",183,4.5,"65 inch"
147727,"BAUHN","ATV40FHDG1122","Australia,Fiji,New Zealand","LCD (LED)",40,6,"43 inch"
147727,"BAUHN","ATV40FHDG0822","Australia,Fiji,New Zealand","LCD (LED)",40,6,"43 inch"
148246,"KOGAN","LE40T1","Australia,Fiji,New Zealand","LCD (LED)",34.7106,6,"43 inch"
148246,"KOGAN","KALED40GF7600VA","Australia,Fiji,New Zealand","LCD (LED)",34.7106,6,"43 inch"
148251,"LG","OLED55CS6LA","Australia,New Zealand","OLED",102,4.5,"50 inch"
148252,"LG","OLED55CSPSA","Australia,New Zealand","OLED",102,4.5,"50 inch"
148253,"LG","OLED65CS6LA","Australia,New Zealand","OLED",126,5,"55 inch"
148254,"LG","OLED65CSPSA","Australia,New Zealand","OLED",126,5,"55 inch"
148255,"LG","OLED77CS6LA","Australia,New Zealand","OLED",156,5.5,"75 inch+"
148256,"LG","OLED77CSPSA","Australia,New Zealand","OLED",156,5.5,"75 inch+"
148257,"LG","42LX3Q6LA","Australia,New Zealand","OLED",63,4.5,"43 inch"
148258,"LG","42LX3QPSA","Australia,New Zealand","OLED",63,4.5,"43 inch"
148259,"LG","50QNED7SSQA","Australia,New Zealand","LCD (LED)",73,5,"50 inch"
148260,"LG","55QNED7SSQA","Australia,New Zealand","LCD (LED)",94,4.5,"50 inch"
148261,"LG","65QNED7SSQA","Australia,New Zealand","LCD (LED)",114,5,"55 inch"
148262,"LG","75QNED7SSQA","Australia,New Zealand","LCD (LED)",130,6,"65 inch"
148284,"EKO","K32DVD","Australia","LCD",35.2,5,"32 inch"
148437,"SMARTTECH","SMTU50T1","Australia,Fiji,New Zealand","LCD (LED)",50.6,6,"50 inch"
148468,"SMARTTECH","SMTU55T1","Australia,Fiji,New Zealand","LCD (LED)",53.64,6,"50 inch"
148475,"SMARTTECH","SMTU65T1","Australia,Fiji,New Zealand","LCD (LED)",99.95,5.5,"55 inch"
148494,"KOGAN","LE32T1","Australia,New Zealand","LCD (LED)",26.4498,5.5,"32 inch"
148494,"KOGAN","KALED32QH6200VA","Australia,New Zealand","LCD (LED)",26.4498,5.5,"32 inch"
148496,"KOGAN","LE24T1","Australia,New Zealand","LCD (LED)",17.1498,5.5,"22 inch"
148496,"KOGAN","KALED24DH5200VA","Australia,New Zealand","LCD (LED)",17.1498,5.5,"22 inch"
148504,"LG","OLED97G2PSA","Australia,New Zealand","OLED",219,6,"75 inch+"
148505,"LG","OLED97G26LA","Australia,New Zealand","OLED",219,6,"75 inch+"
148553,"SPHERE","S8LED185","Australia,New Zealand","LCD (LED)",17.74,4.5,"22 inch"
148553,"SPHERE","S8LED185S","Australia,New Zealand","LCD (LED)",17.74,4.5,"22 inch"
148579,"SPHERE","S8LED215","Australia,New Zealand","LCD (LED)",24.81,4,"22 inch"
148579,"SPHERE","S8LED215S","Australia,New Zealand","LCD (LED)",24.81,4,"22 inch"
148581,"SPHERE","S8LED238","Australia,New Zealand","LCD (LED)",26.67,4,"22 inch"
148581,"SPHERE","S8LED238S","Australia,New Zealand","LCD (LED)",26.67,4,"22 inch"
148595,"BAUHN","ATV70UHDT1022","Australia,Fiji,New Zealand","LCD",97.8,6,"65 inch"
148597,"BLAUPUNKT","BP550USG9700","Australia","LCD",93.324,4.5,"50 inch"
148614,"HISENSE","55U8HAU","Australia,New Zealand","LCD (LED)",115.84,3.5,"50 inch"
148614,"HISENSE","55U8HNZ","Australia,New Zealand","LCD (LED)",115.84,3.5,"50 inch"
148615,"HISENSE","65U8HAU","Australia,New Zealand","LCD (LED)",159.55,3.5,"55 inch"
148615,"HISENSE","65U8HNZ","Australia,New Zealand","LCD (LED)",159.55,3.5,"55 inch"
148613,"SMARTTECH","SMTH32T1","Australia,Fiji,New Zealand","LCD (LED)",25.8,5.5,"32 inch"
148618,"SMARTTECH","SMTF40T1","Australia,Fiji,New Zealand","LCD (LED)",35.9,6,"43 inch"
148579,"SPHERE","S8LED215series","Australia,New Zealand","LCD (LED)",24.81,4,"22 inch"
148569,"SIGNIFY","EA2277","Australia,New Zealand","LCD (LED)",98.268,4.5,"50 inch"
148691,"JVC","AVH323115A11","Australia,Fiji","LCD",31.9,5.5,"32 inch"
148691,"JVC","LT32N3115A11","Australia,Fiji","LCD",31.9,5.5,"32 inch"
148614,"HISENSE","55U8Hseries","Australia,New Zealand","LCD (LED)",115.84,3.5,"50 inch"
148691,"JVC","NA","Australia,Fiji","LCD",31.9,5.5,"32 inch"
148693,"JVC","LT40N5115A11","Australia","LCD",36.7,5,"43 inch"
148694,"JVC","AVH657115A11","Australia,Fiji","LCD",124.968,4.5,"55 inch"
148694,"JVC","LT65N7115A11","Australia,Fiji","LCD",124.968,4.5,"55 inch"
148694,"JVC","NA","Australia,Fiji","LCD",124.968,4.5,"55 inch"
148696,"JVC","AVH557135A11","Australia,Fiji","LCD",102,4.5,"50 inch"
148696,"JVC","LT55N7115A11","Australia,Fiji","LCD",102,4.5,"50 inch"
148696,"JVC","NA","Australia,Fiji","LCD",102,4.5,"50 inch"
148700,"JVC","AVH437115A11","Australia,Fiji","LCD",73,4,"43 inch"
148709,"SVISION","SC32HSG","Australia","LCD (LED)",34.4,4,"32 inch"
148615,"HISENSE","65U8Hseries","Australia,New Zealand","LCD (LED)",159.55,3.5,"55 inch"
148774,"LINSAR","LS98UHDNF","Australia,Fiji,New Zealand","LCD",214.416,6,"75 inch+"
148780,"AKAI","AK5021S6WOS","Australia,Fiji,New Zealand","LCD (LED)",59.7,6,"50 inch"
148787,"BLAUPUNKT","BP400FSG9700","Australia","LCD",50.5,5,"43 inch"
148834,"BLAUPUNKT","BP320HSG9700","Australia","LCD",31.9,5.5,"32 inch"
148837,"EKO","K320HSG","Australia","LCD",31.9,5.5,"32 inch"
148902,"CHIQ","L32D6C","Australia,Fiji,New Zealand","LCD (LED)",30,5.5,"32 inch"
148994,"EKO","K650USG","Australia","LCD",124.968,4.5,"55 inch"
148995,"EKO","K550USG","Australia","LCD",93.324,4.5,"50 inch"
149006,"EKO","K55USW","Australia","LCD",96.06,4.5,"50 inch"
149013,"EKO","K65USW","Australia","LCD",111.39,5.5,"55 inch"
149014,"EKO","K75USW","Australia","LCD",228.91,3.5,"65 inch"
149024,"BLAUPUNKT","BP650USG9700","Australia","LCD",124.968,4.5,"55 inch"
149021,"KOGAN","KALED55RT9230SVA","Australia,Fiji,New Zealand","LCD (LED)",53.64,6,"50 inch"
149033,"LG","55AN960H0SD","Australia,New Zealand","OLED",70,6,"50 inch"
149034,"LG","65AN960H0SD","Australia,New Zealand","OLED",87,6,"55 inch"
149055,"ENGLAON","LED40X70","Australia","LCD (LED)",36.27,6,"43 inch"
149055,"ENGLAON","LED40X90","Australia","LCD (LED)",36.27,6,"43 inch"
149055,"ENGLAON","SmartLEDTV","Australia","LCD (LED)",36.27,6,"43 inch"
149170,"EKO","K400DVD","Australia","LCD",47.02,5,"43 inch"
149174,"BLAUPUNKT","BP750USG9700","Australia","LCD",221.6,3.5,"65 inch"
